schoolid,code,name,categorycode,projectcode
1,11200,高考政治一对一,1000710,1913
1,11203,高考地理一对一,1000708,1913
1,11204,高考历史一对一,1000709,1913
1,11207,高考全科一对一,1000702,1913
1,11253,高一尖子物理春季班,1000505,1622
1,11254,高一尖子物理寒假班,1000505,1622
1,11255,高一尖子物理秋季班,1000505,1622
1,11256,高一尖子物理暑假班,1000505,1622
1,11257,高二尖子物理春季班,1000605,1623
1,11258,高二尖子物理寒假班,1000605,1623
1,11259,高二尖子物理秋季班,1000605,1623
1,11260,高二尖子物理暑假班,1000605,1623
1,11261,高考尖子物理春季班,1000705,1624
1,11262,高考尖子物理寒假班,1000705,1624
1,11263,高考尖子物理秋季班,1000705,1624
1,11264,高考尖子物理暑假班,1000705,1624
1,11271,高考提高物理春季班,1000705,1624
1,11273,高考提高物理寒假班,1000705,1624
1,11275,高考提高物理秋季班,1000705,1624
1,11276,高考提高物理暑假班,1000705,1624
1,11277,高考提高英语春季班,1000701,1624
1,11278,高考提高英语寒假班,1000701,1624
1,11279,高考提高英语秋季班,1000701,1624
1,11280,高考提高英语暑假班,1000701,1624
1,11281,高考提高语文春季班,1000704,1624
1,11282,高考提高语文寒假班,1000704,1624
1,11283,高考提高语文秋季班,1000704,1624
1,11284,高考提高语文暑假班,1000704,1624
1,11285,高考提高政治春季班,1000710,1624
1,11286,高考提高政治寒假班,1000710,1624
1,11287,高考提高政治秋季班,1000710,1624
1,11288,高考提高政治暑假班,1000710,1624
1,11289,高一提高地理暑假班,1000508,1622
1,11290,高一提高地理春季班,1000508,1622
1,11291,高一提高地理寒假班,1000508,1622
1,11292,初二提高物理寒假班,1000205,1618
1,11293,初二提高物理秋季班,1000205,1618
1,11294,初二提高物理暑假班,1000205,1618
1,11295,高一提高地理秋季班,1000508,1622
1,11296,初二提高英语春季班,1000201,1618
1,11297,初二提高英语寒假班,1000201,1618
1,11298,高一提高化学春季班,1000506,1622
1,11299,初二提高英语秋季班,1000201,1618
1,11300,初二提高英语暑假班,1000201,1618
1,11301,高一提高化学寒假班,1000506,1622
1,11302,初二提高语文寒假班,1000204,1618
1,11303,高一提高化学秋季班,1000506,1622
1,11304,初二提高语文秋季班,1000204,1618
1,11305,初二提高语文暑假班,1000204,1618
1,11306,初二目标化学春季班,1000206,1618
1,11307,高一提高化学暑假班,1000506,1622
1,11309,初二目标化学寒假班,1000206,1618
1,11311,初二目标化学秋季班,1000206,1618
1,11314,初二目标化学暑假班,1000206,1618
1,11315,初一提高数学春季班,1000103,1617
1,11316,初二目标数学春季班,1000203,1618
1,11318,初一提高数学寒假班,1000103,1617
1,11319,初二目标数学寒假班,1000203,1618
1,11321,初一提高数学秋季班,1000103,1617
1,11322,初二目标数学秋季班,1000203,1618
1,11324,初二目标数学暑假班,1000203,1618
1,11325,初一提高数学暑假班,1000103,1617
1,11326,高一提高历史春季班,1000509,1622
1,11327,初一提高英语春季班,1000101,1617
1,11328,高一提高历史寒假班,1000509,1622
1,11329,初一提高英语寒假班,1000101,1617
1,11330,初二目标物理春季班,1000205,1618
1,11331,初一提高英语秋季班,1000101,1617
1,11332,初二目标物理寒假班,1000205,1618
1,11333,高一提高历史秋季班,1000509,1622
1,11334,初一提高英语暑假班,1000101,1617
1,11335,初二目标物理秋季班,1000205,1618
1,11336,高一提高历史暑假班,1000509,1622
1,11337,初二目标物理暑假班,1000205,1618
1,11338,初二目标英语春季班,1000201,1618
1,11339,高一提高生物春季班,1000507,1622
1,11340,初二目标英语寒假班,1000201,1618
1,11341,初二目标英语秋季班,1000201,1618
1,11342,高一提高生物寒假班,1000507,1622
1,11343,初二目标英语暑假班,1000201,1618
1,11346,初一提高语文春季班,1000104,1617
1,11347,初一提高语文寒假班,1000104,1617
1,11348,初一提高语文秋季班,1000104,1617
1,11349,初一提高语文暑假班,1000104,1617
1,11353,高一提高生物秋季班,1000507,1622
1,11354,高二提高地理寒假班,1000608,1623
1,11355,高一提高生物暑假班,1000507,1622
1,11356,中考提高化学秋季班,1000406,1620
1,11359,高二提高化学春季班,1000606,1623
1,11360,高二提高化学寒假班,1000606,1623
1,11361,高二提高化学秋季班,1000606,1623
1,11362,高二提高化学暑假班,1000606,1623
1,11363,初二目标语文春季班,1000204,1618
1,11365,初二目标语文寒假班,1000204,1618
1,11366,初二尖子生物寒假班,1000207,1618
1,11367,初二目标语文秋季班,1000204,1618
1,11368,初二目标语文暑假班,1000204,1618
1,11370,初一目标数学春季班,1000103,1617
1,11373,初一目标数学寒假班,1000103,1617
1,11374,高考目标地理寒假班,1000708,1624
1,11377,高二提高历史寒假班,1000609,1623
1,11380,高二提高生物春季班,1000607,1623
1,11381,高二提高生物寒假班,1000607,1623
1,11382,高二提高生物秋季班,1000607,1623
1,11383,高二提高生物暑假班,1000607,1623
1,11384,高二提高数学春季班,1000603,1623
1,11385,高二提高数学寒假班,1000603,1623
1,11386,高二提高数学秋季班,1000603,1623
1,11387,高二提高数学暑假班,1000603,1623
1,11388,高二提高文综春季班,1000613,1623
1,11389,高二提高文综寒假班,1000613,1623
1,11390,高二提高文综秋季班,1000613,1623
1,11391,高二提高文综暑假班,1000613,1623
1,11392,高二提高物理春季班,1000605,1623
1,11395,高一尖子生物春季班,1000507,1622
1,11396,高一尖子生物寒假班,1000507,1622
1,11397,高二提高物理寒假班,1000605,1623
1,11398,高一尖子生物秋季班,1000507,1622
1,11399,高一提高数学春季班,1000503,1622
1,11400,高二提高物理秋季班,1000605,1623
1,11401,高一尖子生物暑假班,1000507,1622
1,11403,高一提高数学寒假班,1000503,1622
1,11404,高二提高物理暑假班,1000605,1623
1,11405,高二尖子生物春季班,1000607,1623
1,11406,高二提高英语春季班,1000601,1623
1,11407,高一提高数学秋季班,1000503,1622
1,11408,高二尖子生物寒假班,1000607,1623
1,11410,高二尖子生物秋季班,1000607,1623
1,11411,高一提高数学暑假班,1000503,1622
1,11412,高二提高英语寒假班,1000601,1623
1,11414,高二提高英语秋季班,1000601,1623
1,11415,高一提高文综春季班,1000513,1622
1,11416,高二提高英语暑假班,1000601,1623
1,11417,高考尖子生物春季班,1000707,1624
1,11418,高一提高文综寒假班,1000513,1622
1,11419,高考目标政治寒假班,1000710,1624
1,11420,高二提高语文春季班,1000604,1623
1,11421,高考尖子生物寒假班,1000707,1624
1,11422,高一提高文综秋季班,1000513,1622
1,11423,高二提高语文寒假班,1000604,1623
1,11424,高考尖子生物秋季班,1000707,1624
1,11426,高二提高语文秋季班,1000604,1623
1,11427,高一提高文综暑假班,1000513,1622
1,11428,高考尖子生物暑假班,1000707,1624
1,11429,高二提高语文暑假班,1000604,1623
1,11430,高一提高物理春季班,1000505,1622
1,11443,高一尖子地理春季班,1000508,1622
1,11447,高一尖子地理寒假班,1000508,1622
1,11448,高一尖子地理秋季班,1000508,1622
1,11449,高考提高地理春季班,1000708,1624
1,11451,高一尖子地理暑假班,1000508,1622
1,11453,高考提高地理寒假班,1000708,1624
